label,packet_size,duration,protocol,network,protocol_code,network_code,label_code
reel,1414,1755622153.478253,TCP,good,0.0,0,1
reel,1414,1755622153.478253,TCP,good,0.0,0,1
reel,1292,1755622153.482342,UDP,good,1.0,0,1
reel,66,1755622153.494053,TCP,good,0.0,0,1
reel,66,1755622153.494053,TCP,good,0.0,0,1
reel,1414,1755622153.494095,TCP,good,0.0,0,1
reel,1414,1755622153.494115,TCP,good,0.0,0,1
reel,96,1755622153.509863,UDP,good,1.0,0,1
reel,103,1755622153.590067,TCP,good,0.0,0,1
reel,1292,1755622153.592275,UDP,good,1.0,0,1
reel,66,1755622153.592275,TCP,good,0.0,0,1
reel,1292,1755622153.592275,UDP,good,1.0,0,1
reel,66,1755622153.592275,TCP,good,0.0,0,1
reel,1292,1755622153.592275,UDP,good,1.0,0,1
reel,66,1755622153.597029,TCP,good,0.0,0,1
reel,96,1755622153.619522,UDP,good,1.0,0,1
reel,66,1755622153.619711,TCP,good,0.0,0,1
reel,1292,1755622153.621768,UDP,good,1.0,0,1
reel,66,1755622153.639909,TCP,good,0.0,0,1
reel,96,1755622153.64968,UDP,good,1.0,0,1
reel,1292,1755622153.672094,UDP,good,1.0,0,1
reel,66,1755622153.673638,TCP,good,0.0,0,1
reel,66,1755622153.673638,TCP,good,0.0,0,1
reel,1292,1755622153.686842,UDP,good,1.0,0,1
reel,96,1755622153.696123,UDP,good,1.0,0,1
reel,99,1755622153.707966,TCP,good,0.0,0,1
reel,86,1755622153.708078,TCP,good,0.0,0,1
reel,1292,1755622153.729736,UDP,good,1.0,0,1
reel,66,1755622153.735637,TCP,good,0.0,0,1
reel,66,1755622153.749847,TCP,good,0.0,0,1
reel,1292,1755622153.75778,UDP,good,1.0,0,1
reel,95,1755622153.758052,UDP,good,1.0,0,1
reel,66,1755622153.785526,TCP,good,0.0,0,1
reel,1292,1755622153.788411,UDP,good,1.0,0,1
reel,96,1755622153.80695,UDP,good,1.0,0,1
reel,74,1755622153.858964,TCP,good,0.0,0,1
reel,1292,1755622153.858964,UDP,good,1.0,0,1
reel,74,1755622153.858964,TCP,good,0.0,0,1
reel,1292,1755622153.858964,UDP,good,1.0,0,1
reel,66,1755622153.858964,TCP,good,0.0,0,1
reel,66,1755622153.858964,TCP,good,0.0,0,1
reel,66,1755622153.858964,TCP,good,0.0,0,1
reel,66,1755622153.858964,TCP,good,0.0,0,1
reel,1414,1755622153.859031,TCP,good,0.0,0,1
reel,66,1755622153.868239,TCP,good,0.0,0,1
reel,1414,1755622153.868379,TCP,good,0.0,0,1
reel,96,1755622153.885117,UDP,good,1.0,0,1
reel,1292,1755622153.88998,UDP,good,1.0,0,1
reel,96,1755622153.916824,UDP,good,1.0,0,1
reel,1292,1755622153.922717,UDP,good,1.0,0,1
reel,66,1755622153.927261,TCP,good,0.0,0,1
reel,66,1755622153.927261,TCP,good,0.0,0,1
reel,1414,1755622153.927293,TCP,good,0.0,0,1
reel,1414,1755622153.92731,TCP,good,0.0,0,1
reel,66,1755622153.94193,TCP,good,0.0,0,1
reel,1414,1755622153.941975,TCP,good,0.0,0,1
reel,96,1755622153.94957,UDP,good,1.0,0,1
reel,1292,1755622153.956155,UDP,good,1.0,0,1
reel,66,1755622153.964356,TCP,good,0.0,0,1
reel,1414,1755622153.964396,TCP,good,0.0,0,1
reel,96,1755622153.980754,UDP,good,1.0,0,1
reel,1292,1755622153.990662,UDP,good,1.0,0,1
reel,66,1755622154.005799,TCP,good,0.0,0,1
reel,1414,1755622154.00585,TCP,good,0.0,0,1
reel,96,1755622154.012028,UDP,good,1.0,0,1
reel,66,1755622154.02737,TCP,good,0.0,0,1
reel,1292,1755622154.02737,UDP,good,1.0,0,1
reel,1414,1755622154.027455,TCP,good,0.0,0,1
reel,1292,1755622154.056228,UDP,good,1.0,0,1
reel,95,1755622154.056549,UDP,good,1.0,0,1
reel,66,1755622154.063711,TCP,good,0.0,0,1
reel,66,1755622154.077103,TCP,good,0.0,0,1
reel,1414,1755622154.077138,TCP,good,0.0,0,1
reel,1292,1755622154.090064,UDP,good,1.0,0,1
reel,66,1755622154.097649,TCP,good,0.0,0,1
reel,1414,1755622154.097687,TCP,good,0.0,0,1
reel,96,1755622154.122168,UDP,good,1.0,0,1
reel,66,1755622154.132198,TCP,good,0.0,0,1
reel,1292,1755622154.132198,UDP,good,1.0,0,1
reel,1414,1755622154.13231,TCP,good,0.0,0,1
reel,96,1755622154.153363,UDP,good,1.0,0,1
reel,66,1755622154.157989,TCP,good,0.0,0,1
reel,1414,1755622154.158039,TCP,good,0.0,0,1
reel,1292,1755622154.163922,UDP,good,1.0,0,1
reel,96,1755622154.184056,UDP,good,1.0,0,1
reel,66,1755622154.213571,TCP,good,0.0,0,1
reel,1414,1755622154.213624,TCP,good,0.0,0,1
reel,1292,1755622154.213663,UDP,good,1.0,0,1
reel,66,1755622154.219833,TCP,good,0.0,0,1
reel,1414,1755622154.219892,TCP,good,0.0,0,1
reel,96,1755622154.231513,UDP,good,1.0,0,1
reel,1292,1755622154.236924,UDP,good,1.0,0,1
reel,66,1755622154.237672,TCP,good,0.0,0,1
reel,1414,1755622154.237774,TCP,good,0.0,0,1
reel,96,1755622154.261494,UDP,good,1.0,0,1
reel,66,1755622154.267822,TCP,good,0.0,0,1
reel,1414,1755622154.267911,TCP,good,0.0,0,1
reel,66,1755622154.271389,TCP,good,0.0,0,1
reel,66,1755622154.275633,TCP,good,0.0,0,1
reel,1292,1755622154.275633,UDP,good,1.0,0,1
reel,1414,1755622154.275677,TCP,good,0.0,0,1
reel,1354,1755622154.277361,TCP,good,0.0,0,1
reel,66,1755622154.28024,TCP,good,0.0,0,1
reel,1414,1755622154.280272,TCP,good,0.0,0,1
reel,1292,1755622154.294076,UDP,good,1.0,0,1
reel,95,1755622154.294261,UDP,good,1.0,0,1
reel,66,1755622154.304117,TCP,good,0.0,0,1
reel,1414,1755622154.304157,TCP,good,0.0,0,1
reel,113,1755622154.323947,TCP,good,0.0,0,1
reel,1292,1755622154.327028,UDP,good,1.0,0,1
reel,66,1755622154.351619,TCP,good,0.0,0,1
reel,66,1755622154.351619,TCP,good,0.0,0,1
reel,1414,1755622154.351715,TCP,good,0.0,0,1
reel,1414,1755622154.351746,TCP,good,0.0,0,1
reel,101,1755622154.354725,UDP,good,1.0,0,1
reel,66,1755622154.355044,TCP,good,0.0,0,1
reel,1414,1755622154.355114,TCP,good,0.0,0,1
reel,74,1755622154.36968,TCP,good,0.0,0,1
reel,1292,1755622154.370815,UDP,good,1.0,0,1
reel,66,1755622154.389098,TCP,good,0.0,0,1
reel,1414,1755622154.389188,TCP,good,0.0,0,1
reel,66,1755622154.395366,TCP,good,0.0,0,1
reel,1292,1755622154.395366,UDP,good,1.0,0,1
reel,1414,1755622154.395442,TCP,good,0.0,0,1
reel,95,1755622154.395726,UDP,good,1.0,0,1
reel,66,1755622154.417476,TCP,good,0.0,0,1
reel,66,1755622154.417476,TCP,good,0.0,0,1
reel,1414,1755622154.417645,TCP,good,0.0,0,1
reel,1292,1755622154.430096,UDP,good,1.0,0,1
reel,66,1755622154.44566,TCP,good,0.0,0,1
reel,1414,1755622154.445808,TCP,good,0.0,0,1
reel,96,1755622154.447884,UDP,good,1.0,0,1
reel,66,1755622154.465266,TCP,good,0.0,0,1
reel,1292,1755622154.465266,UDP,good,1.0,0,1
reel,1414,1755622154.465322,TCP,good,0.0,0,1
reel,96,1755622154.494125,UDP,good,1.0,0,1
reel,74,1755622154.497319,TCP,good,0.0,0,1
reel,66,1755622154.500878,TCP,good,0.0,0,1
reel,1292,1755622154.500878,UDP,good,1.0,0,1
reel,1414,1755622154.501051,TCP,good,0.0,0,1
reel,66,1755622154.517351,TCP,good,0.0,0,1
reel,1414,1755622154.517391,TCP,good,0.0,0,1
reel,96,1755622154.525596,UDP,good,1.0,0,1
reel,1292,1755622154.528803,UDP,good,1.0,0,1
reel,96,1755622154.557324,UDP,good,1.0,0,1
reel,66,1755622154.642551,TCP,good,0.0,0,1
reel,1292,1755622154.642551,UDP,good,1.0,0,1
reel,66,1755622154.642551,TCP,good,0.0,0,1
reel,1414,1755622154.642603,TCP,good,0.0,0,1
reel,1414,1755622154.642626,TCP,good,0.0,0,1
reel,66,1755622154.64575,TCP,good,0.0,0,1
reel,1292,1755622154.64575,UDP,good,1.0,0,1
reel,66,1755622154.64575,TCP,good,0.0,0,1
reel,1414,1755622154.645788,TCP,good,0.0,0,1
reel,1414,1755622154.645806,TCP,good,0.0,0,1
reel,1292,1755622154.64588,UDP,good,1.0,0,1
reel,66,1755622154.64588,TCP,good,0.0,0,1
reel,66,1755622154.64588,TCP,good,0.0,0,1
reel,66,1755622154.64588,TCP,good,0.0,0,1
reel,66,1755622154.64588,TCP,good,0.0,0,1
reel,66,1755622154.64588,TCP,good,0.0,0,1
reel,1414,1755622154.645894,TCP,good,0.0,0,1
reel,1414,1755622154.645901,TCP,good,0.0,0,1
reel,1414,1755622154.645907,TCP,good,0.0,0,1
reel,1292,1755622154.662504,UDP,good,1.0,0,1
reel,95,1755622154.662748,UDP,good,1.0,0,1
reel,1292,1755622154.698044,UDP,good,1.0,0,1
reel,96,1755622154.7295,UDP,good,1.0,0,1
reel,1292,1755622154.733101,UDP,good,1.0,0,1
reel,66,1755622154.754903,TCP,good,0.0,0,1
reel,96,1755622154.760823,UDP,good,1.0,0,1
reel,74,1755622154.763098,TCP,good,0.0,0,1
reel,74,1755622154.763098,TCP,good,0.0,0,1
reel,113,1755622154.763098,TCP,good,0.0,0,1
reel,1292,1755622154.776434,UDP,good,1.0,0,1
reel,86,1755622154.796733,TCP,good,0.0,0,1
reel,96,1755622154.808064,UDP,good,1.0,0,1
reel,74,1755622154.808497,TCP,good,0.0,0,1
reel,1292,1755622154.812453,UDP,good,1.0,0,1
reel,66,1755622154.81444,TCP,good,0.0,0,1
reel,66,1755622154.81444,TCP,good,0.0,0,1
reel,66,1755622154.821315,TCP,good,0.0,0,1
reel,89,1755622154.821315,UDP,good,1.0,0,1
reel,86,1755622154.826228,TCP,good,0.0,0,1
reel,1354,1755622154.826286,TCP,good,0.0,0,1
reel,86,1755622154.834956,TCP,good,0.0,0,1
reel,95,1755622154.839781,UDP,good,1.0,0,1
reel,1292,1755622154.840587,UDP,good,1.0,0,1
reel,66,1755622154.859626,TCP,good,0.0,0,1
reel,66,1755622154.864224,TCP,good,0.0,0,1
reel,1292,1755622154.867861,UDP,good,1.0,0,1
reel,94,1755622154.868368,UDP,good,1.0,0,1
reel,86,1755622154.897946,TCP,good,0.0,0,1
reel,66,1755622154.898077,TCP,good,0.0,0,1
reel,66,1755622154.898077,TCP,good,0.0,0,1
reel,1292,1755622154.900931,UDP,good,1.0,0,1
reel,95,1755622154.932904,UDP,good,1.0,0,1
reel,66,1755622154.947032,TCP,good,0.0,0,1
reel,1292,1755622154.947185,UDP,good,1.0,0,1
reel,66,1755622154.947185,TCP,good,0.0,0,1
reel,95,1755622154.964723,UDP,good,1.0,0,1
reel,1292,1755622154.965645,UDP,good,1.0,0,1
reel,66,1755622154.978276,TCP,good,0.0,0,1
reel,95,1755622154.995046,UDP,good,1.0,0,1
reel,1292,1755622155.000834,UDP,good,1.0,0,1
reel,66,1755622155.007172,TCP,good,0.0,0,1
reel,95,1755622155.025842,UDP,good,1.0,0,1
reel,86,1755622155.032082,TCP,good,0.0,0,1
reel,1292,1755622155.039943,UDP,good,1.0,0,1
reel,66,1755622155.062238,TCP,good,0.0,0,1
reel,1292,1755622155.070552,UDP,good,1.0,0,1
reel,94,1755622155.070845,UDP,good,1.0,0,1
reel,1292,1755622155.104262,UDP,good,1.0,0,1
reel,66,1755622155.119343,TCP,good,0.0,0,1
reel,74,1755622155.119343,TCP,good,0.0,0,1
reel,95,1755622155.132967,UDP,good,1.0,0,1
reel,74,1755622155.137603,TCP,good,0.0,0,1
reel,1292,1755622155.138523,UDP,good,1.0,0,1
reel,74,1755622155.15013,TCP,good,0.0,0,1
reel,74,1755622155.160804,TCP,good,0.0,0,1
reel,95,1755622155.164339,UDP,good,1.0,0,1
reel,1292,1755622155.173726,UDP,good,1.0,0,1
reel,74,1755622155.187615,TCP,good,0.0,0,1
reel,95,1755622155.19573,UDP,good,1.0,0,1
reel,1292,1755622155.201274,UDP,good,1.0,0,1
reel,74,1755622155.204055,TCP,good,0.0,0,1
reel,100,1755622155.22591,UDP,good,1.0,0,1
reel,1292,1755622155.235276,UDP,good,1.0,0,1
reel,125,1755622155.243603,TCP,good,0.0,0,1
reel,74,1755622155.243603,TCP,good,0.0,0,1
reel,86,1755622155.243654,TCP,good,0.0,0,1
reel,74,1755622155.255467,TCP,good,0.0,0,1
reel,95,1755622155.257093,UDP,good,1.0,0,1
reel,66,1755622155.316571,TCP,good,0.0,0,1
reel,1292,1755622155.316571,UDP,good,1.0,0,1
reel,66,1755622155.316571,TCP,good,0.0,0,1
reel,1292,1755622155.316571,UDP,good,1.0,0,1
reel,66,1755622155.316571,TCP,good,0.0,0,1
reel,66,1755622155.316571,TCP,good,0.0,0,1
reel,74,1755622155.316571,TCP,good,0.0,0,1
reel,1414,1755622155.316641,TCP,good,0.0,0,1
reel,1414,1755622155.316665,TCP,good,0.0,0,1
reel,872,1755622155.316691,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,1414,1755622155.316825,TCP,good,0.0,0,1
reel,74,1755622155.325159,TCP,good,0.0,0,1
reel,1414,1755622155.325197,TCP,good,0.0,0,1
reel,95,1755622155.335175,UDP,good,1.0,0,1
reel,1292,1755622155.338952,UDP,good,1.0,0,1
reel,74,1755622155.349246,TCP,good,0.0,0,1
reel,1414,1755622155.349299,TCP,good,0.0,0,1
reel,74,1755622155.357527,TCP,good,0.0,0,1
reel,1414,1755622155.357563,TCP,good,0.0,0,1
reel,95,1755622155.366097,UDP,good,1.0,0,1
reel,74,1755622155.36686,TCP,good,0.0,0,1
reel,1414,1755622155.366893,TCP,good,0.0,0,1
reel,1292,1755622155.373871,UDP,good,1.0,0,1
reel,95,1755622155.397102,UDP,good,1.0,0,1
reel,74,1755622155.409249,TCP,good,0.0,0,1
reel,1414,1755622155.409285,TCP,good,0.0,0,1
reel,74,1755622155.410671,TCP,good,0.0,0,1
reel,1292,1755622155.410671,UDP,good,1.0,0,1
reel,1414,1755622155.410681,TCP,good,0.0,0,1
reel,95,1755622155.428954,UDP,good,1.0,0,1
reel,1292,1755622155.445218,UDP,good,1.0,0,1
reel,74,1755622155.458877,TCP,good,0.0,0,1
reel,1414,1755622155.458917,TCP,good,0.0,0,1
reel,96,1755622155.475188,UDP,good,1.0,0,1
reel,74,1755622155.505607,TCP,good,0.0,0,1
reel,1292,1755622155.505607,UDP,good,1.0,0,1
reel,74,1755622155.505607,TCP,good,0.0,0,1
reel,1414,1755622155.505682,TCP,good,0.0,0,1
reel,1414,1755622155.505714,TCP,good,0.0,0,1
reel,96,1755622155.523129,UDP,good,1.0,0,1
reel,1292,1755622155.523899,UDP,good,1.0,0,1
reel,74,1755622155.534518,TCP,good,0.0,0,1
reel,1414,1755622155.53456,TCP,good,0.0,0,1
reel,74,1755622155.542405,TCP,good,0.0,0,1
reel,1414,1755622155.542445,TCP,good,0.0,0,1
reel,1292,1755622155.546309,UDP,good,1.0,0,1
reel,94,1755622155.546701,UDP,good,1.0,0,1
reel,74,1755622155.558941,TCP,good,0.0,0,1
reel,74,1755622155.558941,TCP,good,0.0,0,1
reel,74,1755622155.558941,TCP,good,0.0,0,1
reel,1414,1755622155.55898,TCP,good,0.0,0,1
reel,1414,1755622155.559,TCP,good,0.0,0,1
reel,1414,1755622155.559008,TCP,good,0.0,0,1
reel,74,1755622155.573517,TCP,good,0.0,0,1
reel,1414,1755622155.573561,TCP,good,0.0,0,1
reel,1292,1755622155.583486,UDP,good,1.0,0,1
reel,1292,1755622155.609673,UDP,good,1.0,0,1
reel,94,1755622155.609856,UDP,good,1.0,0,1
reel,74,1755622155.617293,TCP,good,0.0,0,1
reel,1414,1755622155.617332,TCP,good,0.0,0,1
reel,74,1755622155.68042,TCP,good,0.0,0,1
reel,1414,1755622155.680457,TCP,good,0.0,0,1
reel,1292,1755622155.680629,UDP,good,1.0,0,1
reel,1292,1755622155.680629,UDP,good,1.0,0,1
reel,74,1755622155.703409,TCP,good,0.0,0,1
reel,1414,1755622155.703467,TCP,good,0.0,0,1
reel,1292,1755622155.707248,UDP,good,1.0,0,1
reel,94,1755622155.707529,UDP,good,1.0,0,1
reel,94,1755622155.715504,TCP,good,0.0,0,1
reel,74,1755622155.737398,TCP,good,0.0,0,1
reel,1414,1755622155.737443,TCP,good,0.0,0,1
reel,1292,1755622155.746742,UDP,good,1.0,0,1
reel,74,1755622155.764403,TCP,good,0.0,0,1
reel,1414,1755622155.764441,TCP,good,0.0,0,1
reel,95,1755622155.770577,UDP,good,1.0,0,1
reel,1292,1755622155.776139,UDP,good,1.0,0,1
reel,74,1755622155.783575,TCP,good,0.0,0,1
reel,1414,1755622155.783615,TCP,good,0.0,0,1
reel,74,1755622155.795334,TCP,good,0.0,0,1
reel,1414,1755622155.795378,TCP,good,0.0,0,1
reel,95,1755622155.801847,UDP,good,1.0,0,1
reel,1292,1755622155.818481,UDP,good,1.0,0,1
reel,1285,1755622155.832142,UDP,good,1.0,0,1
reel,108,1755622155.832197,UDP,good,1.0,0,1
reel,74,1755622155.835553,TCP,good,0.0,0,1
reel,1414,1755622155.835608,TCP,good,0.0,0,1
reel,1292,1755622155.842002,UDP,good,1.0,0,1
reel,94,1755622155.84225,UDP,good,1.0,0,1
reel,142,1755622155.850831,UNKNOWN,good,3.0,0,1
reel,74,1755622155.862131,TCP,good,0.0,0,1
reel,1414,1755622155.86217,TCP,good,0.0,0,1
reel,74,1755622155.879886,TCP,good,0.0,0,1
reel,1292,1755622155.879886,UDP,good,1.0,0,1
reel,1414,1755622155.879975,TCP,good,0.0,0,1
reel,74,1755622155.904623,TCP,good,0.0,0,1
reel,1414,1755622155.904671,TCP,good,0.0,0,1
reel,95,1755622155.910725,UDP,good,1.0,0,1
reel,1292,1755622155.911587,UDP,good,1.0,0,1
reel,74,1755622155.926085,TCP,good,0.0,0,1
reel,1414,1755622155.926123,TCP,good,0.0,0,1
reel,1292,1755622155.926922,UDP,good,1.0,0,1
reel,1292,1755622155.926964,UDP,good,1.0,0,1
reel,144,1755622155.927109,UDP,good,1.0,0,1
reel,95,1755622155.941423,UDP,good,1.0,0,1
reel,1292,1755622155.951103,UDP,good,1.0,0,1
reel,95,1755622155.97311,UDP,good,1.0,0,1
reel,74,1755622155.973127,TCP,good,0.0,0,1
reel,102,1755622155.973127,UDP,good,1.0,0,1
reel,74,1755622155.973127,TCP,good,0.0,0,1
reel,1414,1755622155.973196,TCP,good,0.0,0,1
reel,1414,1755622155.973217,TCP,good,0.0,0,1
reel,1292,1755622155.994031,UDP,good,1.0,0,1
reel,1292,1755622155.995203,UDP,good,1.0,0,1
reel,74,1755622155.995203,TCP,good,0.0,0,1
reel,1414,1755622155.995284,TCP,good,0.0,0,1
reel,95,1755622156.019524,UDP,good,1.0,0,1
reel,1292,1755622156.03473,UDP,good,1.0,0,1
reel,74,1755622156.047179,TCP,good,0.0,0,1
reel,1292,1755622156.047179,UDP,good,1.0,0,1
reel,1414,1755622156.047222,TCP,good,0.0,0,1
reel,1292,1755622156.047329,UDP,good,1.0,0,1
reel,1292,1755622156.049227,UDP,good,1.0,0,1
reel,465,1755622156.049227,UDP,good,1.0,0,1
reel,889,1755622156.049365,UDP,good,1.0,0,1
reel,259,1755622156.049365,UDP,good,1.0,0,1
reel,86,1755622156.049365,UDP,good,1.0,0,1
reel,140,1755622156.049615,UDP,good,1.0,0,1
reel,93,1755622156.04968,UDP,good,1.0,0,1
reel,74,1755622156.062997,TCP,good,0.0,0,1
reel,1414,1755622156.06312,TCP,good,0.0,0,1
reel,95,1755622156.065909,UDP,good,1.0,0,1
reel,74,1755622156.075997,TCP,good,0.0,0,1
reel,1414,1755622156.076033,TCP,good,0.0,0,1
reel,1292,1755622156.079173,UDP,good,1.0,0,1
reel,94,1755622156.079404,UDP,good,1.0,0,1
reel,182,1755622156.090325,UDP,good,1.0,0,1
reel,95,1755622156.097108,UDP,good,1.0,0,1
reel,94,1755622156.128853,UDP,good,1.0,0,1
reel,1292,1755622156.147927,UDP,good,1.0,0,1
reel,74,1755622156.156682,TCP,good,0.0,0,1
reel,1414,1755622156.156725,TCP,good,0.0,0,1
reel,1292,1755622156.15798,UDP,good,1.0,0,1
reel,100,1755622156.175038,UDP,good,1.0,0,1
reel,1292,1755622156.181374,UDP,good,1.0,0,1
reel,237,1755622156.190655,UDP,good,1.0,0,1
reel,95,1755622156.190847,UDP,good,1.0,0,1
reel,95,1755622156.206195,UDP,good,1.0,0,1
reel,1292,1755622156.216646,UDP,good,1.0,0,1
reel,95,1755622156.237237,UDP,good,1.0,0,1
reel,1292,1755622156.249872,UDP,good,1.0,0,1
reel,95,1755622156.268933,UDP,good,1.0,0,1
reel,74,1755622156.325476,TCP,good,0.0,0,1
reel,1292,1755622156.325476,UDP,good,1.0,0,1
reel,74,1755622156.325476,TCP,good,0.0,0,1
reel,1292,1755622156.325701,UDP,good,1.0,0,1
reel,66,1755622156.325701,TCP,good,0.0,0,1
reel,1414,1755622156.325737,TCP,good,0.0,0,1
reel,232,1755622156.344519,TCP,good,0.0,0,1
reel,95,1755622156.345331,UDP,good,1.0,0,1
reel,109,1755622156.345433,TCP,good,0.0,0,1
reel,74,1755622156.345486,TCP,good,0.0,0,1
reel,80,1755622156.346033,UDP,good,1.0,0,1
reel,80,1755622156.346135,UDP,good,1.0,0,1
reel,80,1755622156.346216,UDP,good,1.0,0,1
reel,70,1755622156.34648,UDP,good,1.0,0,1
reel,70,1755622156.346592,UDP,good,1.0,0,1
reel,70,1755622156.346677,UDP,good,1.0,0,1
reel,54,1755622156.362658,TCP,good,0.0,0,1
reel,150,1755622156.362658,UDP,good,1.0,0,1
reel,54,1755622156.362658,TCP,good,0.0,0,1
reel,138,1755622156.362658,UDP,good,1.0,0,1
reel,1292,1755622156.362658,UDP,good,1.0,0,1
reel,86,1755622156.362658,UDP,good,1.0,0,1
reel,54,1755622156.362658,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362802,TCP,good,0.0,0,1
reel,1414,1755622156.362975,TCP,good,0.0,0,1
reel,1414,1755622156.363011,TCP,good,0.0,0,1
reel,1292,1755622156.378951,UDP,good,1.0,0,1
reel,1292,1755622156.379022,UDP,good,1.0,0,1
reel,141,1755622156.379213,UDP,good,1.0,0,1
reel,95,1755622156.393719,UDP,good,1.0,0,1
reel,1292,1755622156.414133,UDP,good,1.0,0,1
reel,1292,1755622156.416048,UDP,good,1.0,0,1
reel,54,1755622156.434686,TCP,good,0.0,0,1
reel,1414,1755622156.43472,TCP,good,0.0,0,1
reel,95,1755622156.441426,UDP,good,1.0,0,1
reel,54,1755622156.451053,TCP,good,0.0,0,1
reel,1414,1755622156.451088,TCP,good,0.0,0,1
reel,1414,1755622156.451088,TCP,good,0.0,0,1
reel,1292,1755622156.456181,UDP,good,1.0,0,1
reel,95,1755622156.48816,UDP,good,1.0,0,1
reel,1292,1755622156.488278,UDP,good,1.0,0,1
reel,102,1755622156.490193,UDP,good,1.0,0,1
reel,54,1755622156.51484,TCP,good,0.0,0,1
reel,1292,1755622156.51484,UDP,good,1.0,0,1
reel,1292,1755622156.51484,UDP,good,1.0,0,1
reel,1414,1755622156.514882,TCP,good,0.0,0,1
reel,97,1755622156.515234,UDP,good,1.0,0,1
reel,95,1755622156.515282,UDP,good,1.0,0,1
reel,1292,1755622156.517039,UDP,good,1.0,0,1
reel,54,1755622156.52206,TCP,good,0.0,0,1
reel,1414,1755622156.52209,TCP,good,0.0,0,1
reel,1414,1755622156.52209,TCP,good,0.0,0,1
reel,95,1755622156.534878,UDP,good,1.0,0,1
reel,1292,1755622156.552976,UDP,good,1.0,0,1
reel,1292,1755622156.555669,UDP,good,1.0,0,1
reel,359,1755622156.555669,UDP,good,1.0,0,1
reel,995,1755622156.55585,UDP,good,1.0,0,1
reel,106,1755622156.55585,UDP,good,1.0,0,1
reel,86,1755622156.55585,UDP,good,1.0,0,1
reel,140,1755622156.556137,UDP,good,1.0,0,1
reel,93,1755622156.5562,UDP,good,1.0,0,1
reel,980,1755622156.556328,UDP,good,1.0,0,1
reel,95,1755622156.581939,UDP,good,1.0,0,1
reel,54,1755622156.586491,TCP,good,0.0,0,1
reel,1292,1755622156.586491,UDP,good,1.0,0,1
reel,1414,1755622156.586601,TCP,good,0.0,0,1
reel,95,1755622156.613101,UDP,good,1.0,0,1
reel,182,1755622156.620685,UDP,good,1.0,0,1
reel,1292,1755622156.621363,UDP,good,1.0,0,1
reel,54,1755622156.629878,TCP,good,0.0,0,1
reel,1414,1755622156.629915,TCP,good,0.0,0,1
reel,1414,1755622156.629915,TCP,good,0.0,0,1
reel,1414,1755622156.629915,TCP,good,0.0,0,1
reel,95,1755622156.644206,UDP,good,1.0,0,1
reel,95,1755622156.659845,UDP,good,1.0,0,1
reel,1292,1755622156.660116,UDP,good,1.0,0,1
reel,1292,1755622156.689706,UDP,good,1.0,0,1
reel,95,1755622156.689791,UDP,good,1.0,0,1
reel,54,1755622156.7017,TCP,good,0.0,0,1
reel,1414,1755622156.701757,TCP,good,0.0,0,1
reel,1414,1755622156.701757,TCP,good,0.0,0,1
reel,95,1755622156.720618,UDP,good,1.0,0,1
reel,1292,1755622156.721675,UDP,good,1.0,0,1
reel,95,1755622156.752837,UDP,good,1.0,0,1
reel,1292,1755622156.782938,UDP,good,1.0,0,1
reel,123,1755622156.785076,UDP,good,1.0,0,1
reel,54,1755622156.785245,TCP,good,0.0,0,1
reel,1414,1755622156.785271,TCP,good,0.0,0,1
reel,1414,1755622156.785271,TCP,good,0.0,0,1
reel,95,1755622156.785296,UDP,good,1.0,0,1
reel,1292,1755622156.787964,UDP,good,1.0,0,1
reel,975,1755622156.788108,UDP,good,1.0,0,1
reel,95,1755622156.815551,UDP,good,1.0,0,1
reel,1292,1755622156.820354,UDP,good,1.0,0,1
reel,54,1755622156.843751,TCP,good,0.0,0,1
reel,1414,1755622156.843804,TCP,good,0.0,0,1
reel,1414,1755622156.843804,TCP,good,0.0,0,1
reel,95,1755622156.846002,UDP,good,1.0,0,1
reel,1292,1755622156.85214,UDP,good,1.0,0,1
reel,95,1755622156.876405,UDP,good,1.0,0,1
reel,1292,1755622156.886578,UDP,good,1.0,0,1
reel,54,1755622156.891484,TCP,good,0.0,0,1
reel,1414,1755622156.891513,TCP,good,0.0,0,1
reel,1414,1755622156.891513,TCP,good,0.0,0,1
